datetime,Global_active_power,lag_1,lag_2,lag_24,roll_mean_24,hour,dayofweek,month
2006-12-17 17:00:00,3.406766666666667,3.3260333333333336,2.9854,4.222888888888889,2.4991453703703703,17,6,12
2006-12-17 18:00:00,3.6971,3.406766666666667,3.3260333333333336,3.6321999999999997,2.465140277777778,18,6,12
2006-12-17 19:00:00,2.9084,3.6971,3.406766666666667,3.4002333333333334,2.4678444444444447,19,6,12
2006-12-17 20:00:00,3.3615,2.9084,3.6971,3.2685666666666666,2.447351388888889,20,6,12
2006-12-17 21:00:00,3.040766666666667,3.3615,2.9084,3.0564666666666667,2.451223611111111,21,6,12
2006-12-17 22:00:00,1.518,3.040766666666667,3.3615,2.2001333333333335,2.450569444444444,22,6,12
2006-12-17 23:00:00,0.4377333333333333,1.518,3.040766666666667,2.0616,2.4221472222222222,23,6,12
2006-12-18 00:00:00,0.2763666666666667,0.4377333333333333,1.518,1.8824666666666665,2.354486111111111,0,0,12
2006-12-18 01:00:00,0.31329999999999997,0.2763666666666667,0.4377333333333333,3.3494,2.287565277777778,1,0,12
2006-12-18 02:00:00,0.2844666666666667,0.31329999999999997,0.2763666666666667,1.5872666666666668,2.161061111111111,2,0,12
2006-12-18 03:00:00,0.30993333333333334,0.2844666666666667,0.31329999999999997,1.6622,2.106777777777778,3,0,12
2006-12-18 04:00:00,1.0263333333333333,0.30993333333333334,0.2844666666666667,2.2157666666666667,2.0504333333333333,4,0,12
2006-12-18 05:00:00,0.2935,1.0263333333333333,0.30993333333333334,1.9967333333333335,2.000873611111111,5,0,12
2006-12-18 06:00:00,0.61,0.2935,1.0263333333333333,1.3033000000000001,1.9299055555555558,6,0,12
2006-12-18 07:00:00,2.4504333333333337,0.61,0.2935,1.6200333333333332,1.9010180555555556,7,0,12
2006-12-18 08:00:00,2.082133333333333,2.4504333333333337,0.61,1.8905666666666667,1.9356180555555556,8,0,12
2006-12-18 09:00:00,1.6293333333333335,2.082133333333333,2.4504333333333337,2.5490666666666666,1.9436,9,0,12
2006-12-18 10:00:00,1.3096333333333334,1.6293333333333335,2.082133333333333,3.6289000000000002,1.9052777777777778,10,0,12
2006-12-18 11:00:00,1.5619333333333332,1.3096333333333334,1.6293333333333335,2.4709999999999996,1.8086416666666667,11,0,12
2006-12-18 12:00:00,1.7560666666666667,1.5619333333333332,1.3096333333333334,1.9158666666666666,1.770763888888889,12,0,12
2006-12-18 13:00:00,1.6820666666666668,1.7560666666666667,1.5619333333333332,1.6607666666666667,1.7641055555555554,13,0,12
2006-12-18 14:00:00,1.7330333333333334,1.6820666666666668,1.7560666666666667,2.092633333333333,1.7649930555555555,14,0,12
2006-12-18 15:00:00,1.7842999999999998,1.7330333333333334,1.6820666666666668,2.9854,1.7500097222222222,15,0,12
2006-12-18 16:00:00,1.9493,1.7842999999999998,1.7330333333333334,3.3260333333333336,1.699963888888889,16,0,12
2006-12-18 17:00:00,2.1549,1.9493,1.7842999999999998,3.406766666666667,1.6426,17,0,12
2006-12-18 18:00:00,2.402533333333333,2.1549,1.9493,3.6971,1.5904388888888887,18,0,12
2006-12-18 19:00:00,2.6145,2.402533333333333,2.1549,2.9084,1.536498611111111,19,0,12
2006-12-18 20:00:00,3.0505666666666666,2.6145,2.402533333333333,3.3615,1.5242527777777777,20,0,12
2006-12-18 21:00:00,2.1697333333333333,3.0505666666666666,2.6145,3.040766666666667,1.511297222222222,21,0,12
2006-12-18 22:00:00,1.7388000000000001,2.1697333333333333,3.0505666666666666,1.518,1.4750041666666667,22,0,12
2006-12-18 23:00:00,1.5472666666666666,1.7388000000000001,2.1697333333333333,0.4377333333333333,1.484204166666667,23,0,12
2006-12-19 00:00:00,0.8371333333333334,1.5472666666666666,1.7388000000000001,0.2763666666666667,1.5304347222222223,0,1,12
2006-12-19 01:00:00,0.3530333333333333,0.8371333333333334,1.5472666666666666,0.31329999999999997,1.5538,1,1,12
2006-12-19 02:00:00,0.3272333333333333,0.3530333333333333,0.8371333333333334,0.2844666666666667,1.5554555555555556,2,1,12
2006-12-19 03:00:00,0.3083,0.3272333333333333,0.3530333333333333,0.30993333333333334,1.5572375,3,1,12
2006-12-19 04:00:00,0.32783333333333337,0.3083,0.3272333333333333,1.0263333333333333,1.5571694444444446,4,1,12
2006-12-19 05:00:00,0.30666666666666664,0.32783333333333337,0.3083,0.2935,1.5280652777777777,5,1,12
2006-12-19 06:00:00,0.7963333333333333,0.30666666666666664,0.32783333333333337,0.61,1.528613888888889,6,1,12
2006-12-19 07:00:00,1.7856333333333334,0.7963333333333333,0.30666666666666664,2.4504333333333337,1.5363777777777778,7,1,12
2006-12-19 08:00:00,3.879033333333333,1.7856333333333334,0.7963333333333333,2.082133333333333,1.5086777777777778,8,1,12
2006-12-19 09:00:00,1.6177666666666668,3.879033333333333,1.7856333333333334,1.6293333333333335,1.5835486111111112,9,1,12
2006-12-19 10:00:00,0.4371333333333334,1.6177666666666668,3.879033333333333,1.3096333333333334,1.5830666666666666,10,1,12
2006-12-19 11:00:00,2.321633333333333,0.4371333333333334,1.6177666666666668,1.5619333333333332,1.5467125,11,1,12
2006-12-19 12:00:00,0.43066666666666664,2.321633333333333,0.4371333333333334,1.7560666666666667,1.5783666666666667,12,1,12
2006-12-19 13:00:00,0.30046666666666666,0.43066666666666664,2.321633333333333,1.6820666666666668,1.5231416666666668,13,1,12
2006-12-19 14:00:00,0.3021333333333333,0.30046666666666666,0.43066666666666664,1.7330333333333334,1.465575,14,1,12
2006-12-19 15:00:00,0.42136666666666667,0.3021333333333333,0.30046666666666666,1.7842999999999998,1.4059541666666666,15,1,12
2006-12-19 16:00:00,1.3721333333333334,0.42136666666666667,0.3021333333333333,1.9493,1.3491652777777778,16,1,12
2006-12-19 17:00:00,2.1115,1.3721333333333334,0.42136666666666667,2.1549,1.3251166666666665,17,1,12
2006-12-19 18:00:00,2.2047000000000003,2.1115,1.3721333333333334,2.402533333333333,1.3233083333333333,18,1,12
2006-12-19 19:00:00,1.8420999999999998,2.2047000000000003,2.1115,2.6145,1.3150652777777776,19,1,12
2006-12-19 20:00:00,2.940533333333333,1.8420999999999998,2.2047000000000003,3.0505666666666666,1.2828819444444444,20,1,12
2006-12-19 21:00:00,1.4428666666666667,2.940533333333333,1.8420999999999998,2.1697333333333333,1.2782972222222222,21,1,12
2006-12-19 22:00:00,0.7200000000000001,1.4428666666666667,2.940533333333333,1.7388000000000001,1.2480111111111112,22,1,12
2006-12-19 23:00:00,0.3837,0.7200000000000001,1.4428666666666667,1.5472666666666666,1.205561111111111,23,1,12
2006-12-20 00:00:00,0.4598333333333333,0.3837,0.7200000000000001,0.8371333333333334,1.1570791666666667,0,2,12
2006-12-20 01:00:00,0.25866666666666666,0.4598333333333333,0.3837,0.3530333333333333,1.1413583333333335,1,2,12
2006-12-20 02:00:00,0.7843666666666667,0.25866666666666666,0.4598333333333333,0.3272333333333333,1.137426388888889,2,2,12
2006-12-20 03:00:00,0.3100333333333333,0.7843666666666667,0.25866666666666666,0.3083,1.1564736111111111,3,2,12
2006-12-20 04:00:00,0.289,0.3100333333333333,0.7843666666666667,0.32783333333333337,1.1565458333333334,4,2,12
2006-12-20 05:00:00,0.2627,0.289,0.3100333333333333,0.30666666666666664,1.1549277777777778,5,2,12
2006-12-20 06:00:00,0.28359999999999996,0.2627,0.289,0.7963333333333333,1.1530958333333332,6,2,12
2006-12-20 07:00:00,1.5266333333333333,0.28359999999999996,0.2627,1.7856333333333334,1.1317319444444445,7,2,12
2006-12-20 08:00:00,2.9176,1.5266333333333333,0.28359999999999996,3.879033333333333,1.120940277777778,8,2,12
2006-12-20 09:00:00,1.3855333333333333,2.9176,1.5266333333333333,1.6177666666666668,1.0808805555555556,9,2,12
2006-12-20 10:00:00,1.5103000000000002,1.3855333333333333,2.9176,0.4371333333333334,1.0712041666666667,10,2,12
2006-12-20 11:00:00,2.8924000000000003,1.5103000000000002,1.3855333333333333,2.321633333333333,1.1159194444444445,11,2,12
2006-12-20 12:00:00,1.4210333333333334,2.8924000000000003,1.5103000000000002,0.43066666666666664,1.139701388888889,12,2,12
